dataset_name,method,modality_combo,latent,modality,attention_mean,attention_std,note
SwedishLeaf,bottleneck__raw_GAF,raw_GAF,Z3,raw,0.6013290286064148,0.47429174184799194,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_GAF,raw_GAF,Z3,gaf,0.3986709713935852,0.47429174184799194,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_GAF,raw_GAF,Z4,raw,0.6797283291816711,0.45604556798934937,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_GAF,raw_GAF,Z4,gaf,0.32027167081832886,0.45604556798934937,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_STFT,raw_stats_STFT,Z1,raw,0.43686768412590027,0.47555676102638245,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_STFT,raw_stats_STFT,Z1,stats,0.5587498545646667,0.474533349275589,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_STFT,raw_stats_STFT,Z1,stft,0.004382437560707331,0.04123349487781525,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_STFT,raw_stats_STFT,Z2,raw,0.19719503819942474,0.3852457106113434,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_STFT,raw_stats_STFT,Z2,stats,0.4035075902938843,0.4788578748703003,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_STFT,raw_stats_STFT,Z2,stft,0.3992973268032074,0.47849133610725403,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_STFT,raw_stats_STFT,Z3,raw,0.1557048261165619,0.3460131585597992,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_STFT,raw_stats_STFT,Z3,stats,0.6369746327400208,0.46458253264427185,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_STFT,raw_stats_STFT,Z3,stft,0.20732058584690094,0.40003517270088196,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_STFT,raw_stats_STFT,Z4,raw,0.14248855412006378,0.34373047947883606,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_STFT,raw_stats_STFT,Z4,stats,0.6155341863632202,0.4771561920642853,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_STFT,raw_stats_STFT,Z4,stft,0.24197734892368317,0.41714778542518616,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z1,raw,0.19665057957172394,0.368744432926178,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z1,stats,0.32539278268814087,0.4529832601547241,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z1,gaf,0.11420522630214691,0.30271074175834656,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z1,stft,0.3637514114379883,0.4606620669364929,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z2,raw,0.20495425164699554,0.3851546049118042,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z2,stats,0.5217533111572266,0.4837215542793274,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z2,gaf,0.15915678441524506,0.3461500108242035,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z2,stft,0.11413566023111343,0.29947182536125183,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z3,raw,0.205552339553833,0.3911353051662445,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z3,stats,0.5212523341178894,0.48693785071372986,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z3,gaf,0.15454597771167755,0.3460233807563782,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z3,stft,0.11864941567182541,0.30859437584877014,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z4,raw,0.24304257333278656,0.40485984086990356,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z4,stats,0.32574716210365295,0.449314683675766,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z4,gaf,0.17447391152381897,0.34074270725250244,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
SwedishLeaf,bottleneck__raw_stats_GAF_STFT,raw_stats_GAF_STFT,Z4,stft,0.25673630833625793,0.4119279682636261,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
